start	end	text
2588962	2601232	And third, we have to bring the multilateral development banks and the private sector to the financial flows to go to the countries that are not receiving them.
2601872	2611240	Only 2% of the foreign direct investment in renewable energy goes to Africa, 2% of the total of the world.
2611820	2621462	If we don't partner with the multilateral system, with the multilateral development banks, in crowding private investment, it won't happen in these countries.
2621782	2624783	And lastly, you know, the clauses for debt.
2624903	2627304	I think that Michelle, you mentioned that.
2627364	2628704	I think that that's very important.
2629104	2641367	Debt and climate have to be part of the same conversation, because today the countries don't have the fiscal space to invest in their people and to invest in the transition.
2641828	2643453	for a sustainable development.
2643733	2644656	Maria Spinoza.
2645899	2649720	Well, I love that question because I share the same frustration.
2650201	2652682	I have been a climate negotiator for decades.
2652982	2666187	And believe me, I don't know what was more difficult, climate negotiations or when I led the peace talks between the ELN and the government of Colombia, frankly.
2666587	2671389	Why is that we have had 30 cops, very soon 31,
2672809	2689357	31 times we have met to discuss and agree and decide, and emissions continue to grow, and climate shocks continue to destroy lives, livelihoods, your future and the future of younger generations.
2689877	2691458	So there is a frustration there.
2691778	2693619	But why is it so difficult?
2694219	2698361	It is difficult because climate is not an environmental issue only.
2699041	2700562	It is a development issue.
2701762	2703483	It is a macroeconomic issue.
2704003	2705404	It's a security issue.
2706144	2709205	It's an industrialization and competitiveness issue.
2709706	2712147	So that is why it's so difficult.
2712847	2717089	Saying it is difficult, I'm not saying it is impossible.
2717269	2721530	I truly believe that climate change is human-made.
2721650	2722951	It was created by us.
2723491	2724772	And the solutions are there.
2725652	2732258	because we have the technologies, we have the knowledge, we need to scale up finance, but there is plenty of money out there.
2732798	2738623	What we need is the vision, the political will, the voices and the agency of young people.
2739023	2749532	We need indigenous peoples at the table, we need the private sector, and we need to bring, as my colleagues have said so clearly, we need to bring the discussion on debt,
2750192	2756315	on fiscal space, on foreign investment, on supply chains to the climate discussion.
2756835	2757495	Is it easy?
2757915	2766579	It is not easy, but it can be done, especially if the younger generations are part of the solutions and are agents of transformation.
2766739	2768160	You all say it can be done.
2768180	2769040	You've all provided
2769340	2772382	excellent analysis about why we should do it and so on.
2772442	2777286	But it comes against a very difficult global landscape.
2777326	2779268	You know, you mentioned the Paris Treaty.
2779308	2783511	The US, of course, withdrew in completing that in 2020.
2784071	2792037	The problems with the state of Hormuz conflict has renewed, rekindled everybody's interests in the use of fossil fuels and so on.
2792477	2797441	Not necessarily new exploration, but certainly a retreat back into gas.
2797501	2798242	And you mentioned
2798722	2800883	you know, the money and how little has gone in.
2800903	2810687	And we know that 2009, the Copenhagen climate summit said, you know, $100 billion a year should be paid into adaptation and mitigation.
2811347	2813928	But so far, only fractions of money have come in.
2814048	2818270	So all I can say is good luck to the next Secretary General.
2819635	2828499	on, you know, trying to bring about change on this very, very difficult agenda because, you know, the money and the atmosphere has really, really changed.
2828539	2831880	All right, well, you said that climate is related to development.
2831960	2840864	In fact, we do have a question about development from Martin Chung Gong, who's the outgoing Secretary General of the Inter-Parliamentary Union, till the end of this month.
2841445	2842305	Martin's in position.
2842325	2843105	Martin, your question.
2843566	2844966	Thank you very much, Zaina.
2845526	2846647	Congratulations to the
2847343	2849044	candidates here.
2849444	2860752	The next Secretary General of the UN will assume office in early 2027, less than three years to the expiry of the Sustainable Development Goals.
2861612	2867316	And we are generally agreed that these goals, when it comes to progress, has been uneven
2868180	2873101	and in some cases insufficient, largely off track.
2873821	2882443	So as the next Secretary General of the UN, how do you propose to work to bring these SDGs back on track?
2883343	2890385	And subsidiary question, do you consider it important to engage national parliaments in this conversation?
2890985	2891405	Thank you.
2893296	2896017	So quite right.
2896037	2902418	They were pledges that people pledged, governments pledged, but there was no real legal undertaking.
2902458	2905018	So you say slightly off-track, I'll just give you an idea.
2905078	2910599	As you all know, 17 sustainable development goals with about 169 targets.
2910719	2915440	Only 18% of those 169 targets have actually been met.
2915860	2918321	And there's a deficit of about $4 trillion a year.
2919701	2922122	globally to try to meet these SDGs.
2922162	2927564	So you can see 2030, a mere four years away, and we are way off track.
2928004	2929645	Rebecca, your answer please.
2929965	2930345	Thank you.
2930885	2931885	Very easy one.
2933786	2941649	Let me first say that I am really worried about some of the indicators going backward, not even forward.
2943109	2946651	We have 96 million people today
2947531	2950754	in hunger more than in 2015.
2951574	2959600	So we are talking here about really serious backlash that started also with COVID.
2959981	2964704	We forgot COVID already, but many of the countries will never recover.
2965165	2970289	And also hunger that has come with conflict has gone up.
2970969	2985198	And so I think that it's very important that, looking at the future, we remember that most of the indicators of the SDGs are national indicators, are at the national level.
2985739	2990982	So is national governments the ones that have to drive this agenda?
2991462	2998607	And there, Marty, your question, because to drive this agenda at the national level, we need parliaments.
2999107	3007217	We need those that have the voice, have the laws in their hands to be able to partner with the government for this to happen.
3007518	3009160	And the UN has to be there.
3009180	3014686	You know, I've been in the UN long enough to know
3015859	3020722	that we have to defend it, because I believe in the UN, but also the things that have to change.
3021343	3025586	We are still very supply-driven with the countries.
3026066	3032851	We need to be much more demand-driven to be able to help the countries in achieving the SDGs.
3033311	3045174	It won't only happen because we take an account of who has gotten who is on the way to the SDGs and who is not.
3045654	3058597	We need to put back our effort at the country level so we can really make the SDGs go farther towards 2030.
3058737	3059317	All right.
3059377	3063178	Maria Spinoza, SG's got to be an advocate for the SDGs.
3064619	3072046	Well, I think the SDGs are the right ambition, the right roadmap, the right shared narrative.
3072527	3075930	They have been extremely important in pushing the development agenda.
3077451	3080654	But the problem is that ambition is not action.
3081678	3084720	Ambition does not transform people's lives on the ground.
3085060	3096248	I'm also worried not only of the lack of development of the 18% targets on track, I'm also very worried about regression and stagnation.
3097108	3098609	And what to do about that?
3099030	3103513	First of all, I strongly believe that development cannot be delivered from New York.
3104348	3108333	That's absolutely something that we need to learn.
3108933	3111356	Number two, I agree with Rebecca.
3111857	3117623	Development needs to be nationally owned, funded,
3119992	3131096	supported in the role of the UN here, and particularly of the Secretary General, is to help countries to deliver their development pathways.
3131716	3143081	But of course, there are direct actions, but there are also what we call the structural hurdles of development.
3143421	3144782	The UN can help there.
3145462	3151865	For example, to ensure that there is a profound reform of international financial architecture.
3152145	3155446	The UN is not a bank, but it's a convener.
3155867	3163110	It has the data, it has the information, it can provide the advice, the space for multilateral banks to come together.
3163910	3165792	and to have that conversation.
3166592	3171856	We saw it with a very strong outcome of the Sevilla commitment.
3172437	3179582	And I think we cannot wait until 2030, the last day, to start thinking about the future.
3180062	3192085	As Secretary General, I will work hand by hand with member states to imagine a development era that is nationally owned with the three things that developing countries need.
3192325	3195866	Money and resources, technology and institutional capacity.
3195926	3196407	Thank you.
3196687	3197607	Michelle Bachelet.
3197927	3207175	Well, yes, I think sometimes we think on development that we have a problem with money, with resources, and it's true, but it's not that there's not enough global wealth.
3207575	3218644	I mean, there's $430 billion a year as a wealth, and the gap on financing for development is $4.3 trillion.
3220065	3220505	every year.
3220966	3228769	So there are resources, and those resources can come with all the different areas that we have already spoke now and before.
3229270	3240295	Of course, the international financial institution, and I agree, they need to be reformed because they were created in a different area with different challenges.
3240695	3248839	And now we need those institutions, and not only the World Bank and the IMF, the whole group of the IDB, the Asian development,
3249219	3255145	the African Development Bank, all to work together with the private sector as well, because many of these things are really important.
3255705	3261311	If we don't have development, if we fail with developing countries, we're failing to the people.
3261831	3265275	And we are failing to our aspiration of peace and security.
3265675	3270580	We're failing to our aspiration also of ensuring people their human rights.
3271020	3273643	So development needs to be owned, nationally owned.
3274123	3288864	And in that sense, but not only by state members, because having been a president, what I saw, that when you have a policy, policies that last and not become completely evaporated when the next election comes, is when
3289685	3291707	Legislature owns it as well.
3292127	3309882	So Parliament, Martin, are really essential, because we need parliamentarians to own development and own those goals, and to be part of that, and to ensure that the laws can, I would say, reflect what is needed to ensure all these possibilities.
3311101	3313142	Today there's a discussion of what will come in the future.
3313863	3318466	Some people say that next year the UN will be discussing the next step.
3319186	3322608	And I think the next step probably will have to think about it very seriously.
3323168	3328492	Fewer promises, but promises that you can ensure that will be solved, that will be funded.
3328972	3330253	and that you will defend it.
3330753	3333815	Because I think what people want is that their lives improve.
3334236	3334776	And that's it.
3334856	3340100	Not to have hundreds and hundreds of, you know, goals, but goals who really can improve people's lives.
3340500	3345183	Goals that really can ensure that children can go to school, that go to the clinic.
3345463	3348464	that women can have children in a clinic.
3348864	3351725	Those are the things that people want in their daily life.
3351765	3359668	And that's what I think that one of the things that women can bring to this role as well is more humanism.
3360209	3362129	Because I believe we need more humanism.
3362549	3363530	And people need hope.
3369792	3377759	It's interesting, and you mentioned peace and security as several of you have, and I think on this question of, you know, but all of you said there is the money.
3377779	3393732	I'm always struck by that one figure that obviously conflict is a big driver of a lack of development, and the UN's global peacekeeping budget is $5.38 billion, which is equivalent to 16 hours of global military expenditure.
3394272	3399355	So when you say it's a question of priorities and where you put your money, it's very interesting.
3399375	3404999	We didn't talk about peacekeeping, but of course, that's a very important role that the UN does.
3405359	3413384	So we've now got a compound question about two sort of related topics on science, technology, and AI.
3413884	3419888	First of all, from Robert Dygraf, who is president-elect of the International Science Council.
3420428	3421629	Your question, please.
3422249	3428331	Well, thank you so much for creating a place for science and technology in this very interesting debate.
3429011	3436734	It's clear in the future, science will be more important to address global challenges, and it can be a source of optimism.
3437314	3448798	So what are your ideas to make the role of science in the UN more stronger, more structural, in particular, more equitable, in a sense of engaging all member states
3449318	3457006	in terms of gender equality, but also in terms of listening to the voice of the next generation, like my colleague here.
3457186	3457747	Yes, thank you.
3457767	3466636	If you could hand the microphone, in fact, to Tatuli Khedesheli, who is an IE University student who wants to explore the topic of AI.
3466956	3467217	Go ahead.
3467237	3467877	Good afternoon.
3468037	3469139	It is an honor to be here.
3469379	3470740	Thank you for sharing your insights.
3471661	3475748	Emerging technologies and artificial intelligence are transforming societies globally.
3476149	3482981	Yet, many of the most important decisions about these technologies are made by a small number of states and private companies.
3483918	3492443	What role should the United Nations play in ensuring that all countries have a meaningful voice in shaping the rules that govern emerging technologies?
3492803	3493223	Thank you.
3493323	3497986	OK, so you've got two minutes, candidates, to answer both those questions.
3498026	3499406	Maria, you kick off.
3499647	3500007	Thank you.
3500087	3500627	Why me?
3500687	3501027	Why me?
3501047	3501628	Yeah, well.
3502568	3506169	Well, first of all, the role of science, absolutely vital.
3506649	3525356	But I think the UN has the science capacity scattered in many places, and I think that we really need to make sure that there is a space and place for coherent use and organized use of science into decision making.
3525616	3531518	How is that you build in science into daily decision making within the UN system?
3531898	3538843	Second, on AI, I think artificial intelligence is not a tech issue alone.
3539443	3540624	It is a jobs issue.
3541004	3542385	It is an economic issue.
3542525	3543686	It's a security issue.
3543786	3544907	It's an ethics issue.
3545488	3550451	And the UN is perhaps the best place to deal with the complexity of AI.
3550871	3557954	which is really having an impact in our lives today but in our lives in the future.
3558374	3563696	We have come with the global digital compact that was agreed by all member states.
3563816	3571219	We are now about to have in July here in Geneva the first global dialogue on artificial intelligence governance.
3571739	3580589	I think that there is a very important role for the UN to bring all the parties to the conversation.
3581050	3593183	An inclusive dialogue, perhaps not to prescribe, but to ensure that the use of artificial intelligence is human-centered, is ethical, and for the common good.
3593563	3599726	Actually, I think the dialogue taking place here in July is called Artificial Intelligence for Good.
3600007	3603088	I think that is the collective responsibility that we all have.
3603429	3616456	So, of course, the private sector, the UN should not stop innovation, of course, but the UN should bring and use its convening power to have everybody at the table, especially the younger generation.
3616496	3616856	All right.
3617016	3617836	Michelle Bachelet?
3618157	3619177	Well, I'm a physician.
3619757	3620478	So, for me,
3621618	3627100	I always used science-based evidence to try to understand better.
3628041	3635603	And I also tried to think, and that's why also looking after the root causes of what we're looking at, to try to find the best solutions.
3635983	3638484	So I believe science plays a substantial role.
3638924	3642106	I mean, we have seen it, for example, in the response to COVID, of course.
3642126	3643326	That was really important.
3643346	3647808	And the good thing is that the scientific sector probably was the only sector, from the beginning,
3649028	3656996	that was work with solidarity, that they exchange the information, the DNAs that could be brought up to the vaccine.
3657016	3660500	So I really believe that science has to play a role on climate change.
3660860	3665425	Science also has so much to say how things are going if we have to change.
3665645	3671831	On the issue of AI, as High Commissioner of Human Rights, we work a lot with Silicon Valley and with all the companies.
3672452	3678814	trying to understand that AI is essential, is a part of our lives in the future.
3679314	3684016	It has so many beneficial issues, but at the same time, a lot of challenges.
3684436	3690138	In human rights in particular, we had a lot of challenges in the use of artificial intelligence and others to
3691358	3693881	I would say go after some human rights defenders, etc.
3693921	3695822	So we work with the companies.
3695882	3706172	I think the work with the companies to ensure that the human rights perspective is included from the beginning, not after they have created a product and then realize that it's bad for the human being.
3706392	3709034	And lastly, I also think that
3710035	3712997	We need to ensure that AI, that's what the UN has to do.
3713578	3715579	It's a convening power to sit together.
3715619	3721603	I mean, it's the only place, I mean, something that companies don't have is a table of 193 member states.
3722003	3735353	So we can sit together all these stakeholders with the 193 member state to ensure that if AI continues, and it's important, and it will, that doesn't mean that the same group of countries will be left behind.
3736433	3737234	Rebecca Greenspan.
3737816	3741579	Yes, I think that we have to learn a lot from climate change.
3741859	3752007	It was when we brought the science and the scientific community into the collective discussion that we could advance climate change.
3752067	3763055	And I think that is very important, the AI advisory committee and the scientific committee that has been established by the secretary general and the digital compact.
3763615	3772243	And I think that that mirrors how important this could be, because we cannot think or discuss something we don't understand.
3772884	3780190	And to understand, we need to bring the scientific community into the discussion with all the other stakeholders.
3780230	3784815	So very important, the advisory committee and the scientific committee on this area.
3785295	3790678	With respect to AI, I would say three very quick points.
3790878	3794000	First, the principles for ethical behavior.
3794460	3796081	And the UN has worked on this.
3796201	3797641	UNESCO has worked on this.
3798062	3802924	And there are principles and soft laws that are there that we have to implement.
3803384	3807446	And I think that Michelle is right that it has to be considered from the beginning.
3807867	3814470	I remember one of the fathers of AI saying that if you don't consider the
3814730	3819494	ethics from the beginning of the algorithm, then you won't be able to regulate it.
3819614	3820935	So principles.
3821595	3822876	Second, development.
3823116	3825358	We have to close the digital divide.
3825838	3831202	And so development is very important here to be able to go farther.
3831662	3833644	And I have my last point.
3833784	3837606	My last point is the cooperation in the UN for the future.
3837667	3842110	There are three very difficult areas that we will have to discuss.
3842850	3848734	information, cyber security, and the autonomous lethal weapons.
3848935	3856840	Those are difficult areas, and we have to see how we bring all the actors to be able to start a constructive conversation.
3856860	3861864	I'd like to leave enough time for your closing statements, which at this stage are only going to be about 90 seconds.
3861964	3864005	Our final question from the audience, please.
3864366	3867408	Marie Lausalle, director of the Geneva Graduate Institute.
3867428	3869049	You've got a question on human rights.
3870342	3874003	Congratulations first to the three of you for stepping up to the challenge.
3874663	3882446	In 1957, UN Secretary-General Di Amishold emphasized that, and I quote, without recognition of human rights, we shall never have peace.
3883006	3887327	As Secretary-General, what will be your approach to the issue of human rights?
3887867	3892429	Will you be a champion for the principles that are enshrined in the UN Declaration of Human Rights?
3893129	3896990	Michel Bachelet as a former human rights commissioner.
3897490	3902852	It was funny because we decided who will start and I received this fantastic award.
3902872	3904213	Yes, very appropriate.
3904333	3917777	Well, I do believe, really I do believe and I'm concerned listening to some countries that if we don't have, if we don't respect human rights and we don't have development and we don't, we will never have peace and security, never.
3918817	3921319	They're so interconnected and so intertwined.
3921799	3934286	So if I'm Secretary General, what I would try to do is to include human rights perspectives in all the areas that we need to work as UN, because that's the only way that you can build on that.
3936427	3952626	You also have to think on the whole machinery, not only the UN machinery, because what you need also is national commission of UN rights that do their job, judiciary that not threatened because they are intimidated, civil society that can speak out.
3953106	3954287	because they don't feel fear.
3954847	3967415	And also, finally, journalists that can really speak out when things are happening, because when you have all those institutions functioning, we need the UN, the Office of the High Commissioner, to work and have funded.
3967495	3972858	It's only 4% of all the funds that they receive, so it's not much, and it needs to be supported.
3973358	3978722	But we need also the whole structure to function, because we need, when institutions work,
3979422	3981124	People consider it.
3981364	3984707	People can prevent violations from happening.
3985188	3990433	So I think a lot of things need to be done, but I'm sure they have to be all over the place, if I have to say.
3990493	3995137	Human rights has to be at the center of how we look at peace and security development as well.
3996138	4008405	I'm going to ask you all the same thing, just as an adjunct, because we've seen a real retreat on sexual and reproductive health rights, which particularly affects women, and issues of gender, sexual identity have become quite politicised.
4008445	4016030	So how would you all tackle that, if I could add that question as well, but very quickly, if you could answer that particular point, Michelle Bachelet.
4017768	4024952	not giving up, not giving up insistent and putting the women's agenda at the more important place.
4025293	4025733	That's it.
4026253	4027514	And there's lots of strategies.
4027894	4030076	But the first thing is that we won't give up.
4030216	4032797	We won't accept that backlash.
4033378	4034618	OK. Rebecca Greenspan.
4035159	4037840	Let me add, human rights is not a menu.
4038561	4040302	It's a package.
4040402	4042163	We have to comply with all of that.
4043470	4050358	And the countries have a responsibility to comply with human rights, with international law, and with humanitarian law.
4051079	4057146	I think that we need to push back again on the politicization of human rights and humanitarian law.
4057927	4059328	We fought so hard
4060009	4066936	for these areas to be out of politics and to be only centered on the human needs of people.
4067296	4073562	Precisely that's what humanitarian law is, what human rights is, is not to discriminate between anybody.
4074022	4085173	I think that we need the voice of everybody to push back again on the politicization of international law, of humanitarian law, and of the principles of human rights.
4085845	4100478	Second, in the UN-80 process, a group for human rights was formed in the UN precisely for systematize and have a dialogue between all the systems on human rights.
4100699	4101900	I think that is a good idea.
4102500	4113367	So as Secretary General, I will try to resource that group properly, because many times human rights is not properly resourced.
4113848	4124295	I will try for this to be effective in the objectives and not fall into it being another bureaucratic layer of, you know, process.
4124815	4126957	So let's try to make this work.
4126997	4137508	I think that there are good ideas out there and that as Secretary General, I will support it for it to be effective in the objectives that we are set for ourselves.
4137528	4138409	Maria Espinoza.
4139990	4140511	Human rights.
4141540	4145761	Well, it's very easy to say, oh yes, I will be a champion on human rights.
4146041	4149942	Very easy to say, difficult to do when you look at the UN.
4150002	4153843	When I serve here as ambassador, I serve at the Human Rights Council.
4154463	4160545	I saw the potential that the human rights architecture has because we have created it, no, collectively.
4161605	4170311	I saw the potential to ensure that human rights were used for prevention, for peace, for development.
4171332	4179958	I understood that universality, non-politization, the undivisible nature of human rights were extremely important.
4180378	4189185	But I also saw what were the tensions among member states, duplication with the work of human rights in New York.
4190025	4200776	the lack of coherence of the work, mandates multiplying, and we know that is the pillar that is chronically underfunded in the system.
4201156	4202377	So what to do?
4202517	4203378	That's the question.
4204019	4209864	I would say that 20 years of the Human Rights Council, this very year,
4210525	4224452	Perhaps it is time that we rethink how is that we have built this very complex human rights architecture, because everything the UN does needs to have human dignity at the centre.
4224692	4227114	And this is through sexual reproductive health rights?
4227134	4229475	Well, and of course, absolutely.
4230616	4236279	I also looked at the UNAT process and the proposal for a human rights group.
4236419	4238620	I think it's a good initiative.
4239697	4247222	only if it's fully deployed to ensure that the UN delivers on human rights as one.
4247782	4259509	There is no competition, there is no duplication, there is a system working together to ensure, and I say again, that the human dignity is at the centre of everything we do.
4259529	4261811	And the central reproductive health rights, would you
4262896	4265157	The other two answered that, how would you answer it?
4265777	4268938	Well, this is part of the package, I agree.
4269638	4279881	Human rights are indivisible, economic and social rights, political and civil rights, they all come together.
4280001	4288104	It is a complex package, but we need to do something about it to ensure that the system we have created is well-funded,
4288544	4290465	operate well and serve humanity.
4290525	4317883	Thank you to all our questions and now going to up the tempo because we have our closing statements and in the interest of transparency to determine the order I've got this little bag here and I'm going to be pulling up we did that also at the beginning where people would be seated who would go first and so on so the first 90 seconds max two minutes I shall be the time police first to go to the stage is Maria Fernanda Espinoza so your time will start when you get to the stage
4318244	4318746	Better hurry.
4319127	4319488	Thank you.
4326092	4326912	Thank you, thank you.
4326952	4330493	I think it speaks volume to see this room absolutely packed.
4330693	4332793	The interest of the UN remains there.
4333393	4339795	Excellencies, colleagues, and friends, there is no doubt that we live in a world in fire.
4340555	4351257	Wars multiplying, climate shocks accelerating, human rights are under strain, and most of all, trust in our institutions is fading.
4351957	4358458	There are vast problems, but I think we all know that the answer cannot be a collection of band-aids.
4358998	4364519	It cannot be just another report or another committee or another slogan.
4365139	4371001	The crisis that the UN faces today requires something bolder than a chief administrator.
4371721	4378362	It needs a peacemaker, a top manager, a strong advocate for international law and the UN Charter.
4379082	4383546	I think this moment calls for a renaissance, Secretary General.
4384446	4388770	A Secretary General capable of restoring the UN's moral authority.
4389350	4398057	A Secretary General capable of giving the world hope that a better and more peaceful world can be built if we act together.
4398657	4404280	A vision where the UN acts before crisis explode through an effective early action hub.
4404820	4413185	A vision where development is not measured by speeches or slogans, but by whether people have jobs, food, education, dignity.
4413985	4419947	A vision where technology is shaped by and for humanity, not only by power or profit.
4420567	4432472	I think at this moment we cannot afford a secretary general who simply manages the decline, but is brave enough and equipped enough to make the transformations the organization needs.
4433112	4442459	We need a secretary general that can speak with courage, listen with humility, and bring countries back to a shared sense of purpose.
4442879	4446822	That is the leadership, I believe, this moment requires.
4447182	4449504	That is the leadership I will bring to the UN.
4449524	4449884	Thank you.
4449964	4450445	I thank you.
4451105	4459191	So, and the next, the next panelist to go up, Michel Bachelet.
4464690	4469635	Well, the United Nations is not a perfect institution, and we know it very well, for the ones who have worked there.
4470316	4474040	But even in perfect institutions, they can protect people.
4475161	4477683	And when they fail, people pay the price.
4478504	4481867	I'm not running for Secretary General to administer the President.
4482631	4487094	I'm running to help build the United Nations that the next 80 years demand.
4487735	4488916	And here's my commitment to you.
4489676	4496662	I will defend multilateralism, not any multilateralism, but one firmly anchored in the principles and values of the UN Charter.
4497482	4500505	I will be an independent Secretary General, always on the ground.
4501085	4507050	When conflicts arise, I will be there, offering mediation, insisting on respect for international law.
4507790	4515595	I will reform this organization to make it more agile, more efficient, more accountable, and I will do so through dialogue and building consensus.
4516095	4517016	But let me be clear.
4517616	4522499	No reform can come at the expense of the principles that define the institution.
4523100	4529544	The pillars of peace and security, sustainable development and human rights are not adjustable, are not negotiable.
4530124	4534327	Leadership means achieving difficult objectives while keeping them intact.
4535007	4539670	My message of force is all for people throughout the world, to boys and especially girls.
4540291	4541051	It is possible.
4541632	4552600	With courage, with creativity, I place my experience and my commitment to principles at the service of the great task of becoming also the first woman ever to be Secretary General of the United Nations.
4553200	4555322	And I will be honoured, deeply honoured by your trust.
4556002	4560406	But let me say, I think to be First Secretary General,
4561086	4576723	It would be worthy if one can bring to the table all countries, how we organize the Secretariat and the architecture, everyone that feels, because the 193 member states need to feel that the United Nations is theirs.
4586811	4588051	Well, hello, Geneva.
4588332	4590612	We didn't see that, say that before.
4591433	4592473	So let me start.
4593073	4596174	My parents were refugees of the Second World War.
4596995	4603697	A small country with no army took them in and treated them with respect and dignity.
4604397	4605998	I am the daughter of peace.
4606758	4612440	I know what worse takes away and what peace makes possible.
4613280	4620462	I am running because peace is in peril, and trust in the UN and international organizations is eroding.
4621102	4629285	We live in a very complex, multipolar world, with more conflicts today than in 1945.
4629765	4637267	We need a secretary-general that can build bridges, talk to all, negotiate with all, regardless.
4638427	4645593	But we also know that in this multipolarity, we need to choose.
4645934	4648075	Multipolarity is not a choice.
4648716	4649356	It's a fact.
4650057	4653380	What is a choice is multilateralism.
4654120	4660366	A world that is multipolar without multilateralism will drive us to fragmentation.
4661146	4672442	A world of multipolarity with multilateralism will allow us, holds the promise of decentralization and a better world.
4672803	4676909	And this is true not only for the small and medium-sized countries,
4677229	4681313	where our resilience comes from our interdependence.
4681854	4694106	It's also true for the big powers, because they were the ones that lost the most, fought the most, and died the most in the wars of the 20th century.
4695727	4700450	As I said earlier in this panel, we live in a skeptical age.
4701011	4702772	That skepticism is real.
4703212	4708616	I have heard it through the campaign trail, and we must listen.
4709057	4715161	So if I can ask one thing from you, it is not to give away your agency.
4715561	4721005	This moment in history, this race, is a choice, a real choice.
4721465	4724688	So yes, be critical, but choose.
4725749	4726209	Thank you.
4726951	4727852	Thank you Rebecca.
4730295	4735558	So, that's it from this UN Secretary-General debate from the Maison de la Paix.
4735938	4740841	Will the next Secretary-General be one of these three candidates, or Raphael Grossi, or Macky Sal?
4741241	4746283	Or indeed, actually, it's entirely possible that some new names may emerge.
4746704	4753507	The General Assembly vote on the recommendation of the Security Council, we should know by the end of the year, is going to be a long summer candidates.
4753527	4758470	From me, Zain Abidari, and everybody else on the team here from Geneva, goodbye.
4769700	4770120	Thank you.
4791312	4792072	Thank you very much.
